County,Year,Total population,Male Total population,Female Total population,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over
"Crawford County, Kansas",2016,39281,19575,19706,2317.579,2553.265,2317.579,3103.199,5499.34,2474.703,2435.422,2042.612,2042.612,2003.331,2396.141,2317.579,1964.05,1649.802,1453.397,1060.587,864.182,785.62
"Decatur County, Kansas",2016,2886,1431,1455,170.274,161.616,141.414,126.984,118.326,155.844,112.554,92.352,144.3,158.73,204.906,251.082,251.082,187.59,147.186,95.238,150.072,213.564
"Dickinson County, Kansas",2016,19384,9705,9679,1240.576,1434.416,1221.192,1201.808,930.432,1085.504,1143.656,1104.888,1201.808,1182.424,1415.032,1356.88,1298.728,833.512,930.432,775.36,368.296,659.056
"Doniphan County, Kansas",2016,7793,3938,3855,405.236,498.752,381.857,826.058,522.131,436.408,428.615,436.408,381.857,444.201,537.717,483.166,654.612,397.443,335.099,210.411,163.653,241.583
"Douglas County, Kansas",2016,116352,57945,58407,6166.656,6050.304,6166.656,10820.736,21176.064,9308.16,8028.288,6748.416,6050.304,5817.6,6166.656,6166.656,5352.192,3955.968,3025.152,1977.984,1396.224,1745.28
"Decatur County, Kansas",2016,2975,1539,1436,148.75,202.3,205.275,193.375,139.825,101.15,154.7,110.075,214.2,184.45,220.15,279.65,202.3,160.65,145.775,133.875,80.325,98.175
"Elk County, Kansas",2016,2635,1315,1320,139.655,137.02,166.005,115.94,36.89,166.005,121.21,108.035,131.75,158.1,194.99,213.435,213.435,208.165,179.18,168.64,92.225,86.955
"Ellis County, Kansas",2016,29032,14529,14503,1945.144,1799.984,1480.632,2177.4,4122.544,2119.336,1829.016,1538.696,1248.376,1538.696,1712.888,1712.888,1712.888,1132.248,929.024,812.896,725.8,522.576
"Ellsworth County, Kansas",2016,6375,3624,2751,350.625,376.125,261.375,312.375,439.875,427.125,408,350.625,331.5,401.625,490.875,459,471.75,357,325.125,235.875,159.375,210.375
"Finney County, Kansas",2016,36983,18835,18148,3365.453,3328.47,2995.623,3106.572,2588.81,2662.776,2551.827,2366.912,1849.15,2255.963,2403.895,2145.014,1738.201,1442.337,665.694,517.762,480.779,480.779
"Ford County, Kansas",2016,34492,17844,16648,3414.708,2828.344,2828.344,2552.408,2621.392,2517.916,2379.948,2241.98,1931.552,2069.52,2104.012,1966.044,1448.664,1207.22,827.808,620.856,448.396,551.872
"Franklin County, Kansas",2016,25663,12513,13150,1565.443,1873.399,1899.062,1899.062,1488.454,1385.802,1591.106,1283.15,1565.443,1591.106,2027.377,2027.377,1437.128,1283.15,1077.846,590.249,487.597,590.249
"Geary County, Kansas",2016,36818,19465,17353,4528.614,3239.984,2393.17,2245.898,4786.34,4454.978,3313.62,2429.988,1693.628,1509.538,1251.812,1141.358,1067.722,1030.904,589.088,368.18,441.816,404.998
"Pawnee County, Nebraska",2016,2682,1354,1328,166.284,171.648,179.694,107.28,112.644,128.736,160.92,109.962,128.736,126.054,206.514,238.698,179.694,174.33,136.782,115.326,99.234,128.736
"Graham County, Kansas",2016,2577,1278,1299,134.004,126.273,152.043,123.696,97.926,141.735,126.273,90.195,134.004,154.62,198.429,231.93,203.583,193.275,128.85,164.928,85.041,92.772
"Grant County, Kansas",2016,7748,4026,3722,650.832,790.296,619.84,612.092,410.644,542.36,511.368,503.62,495.872,550.108,278.928,519.116,426.14,340.912,201.448,38.74,139.464,108.472
"San Saba County, Texas",2016,6037,3002,3035,458.812,476.923,537.293,434.664,356.183,295.813,380.331,428.627,319.961,356.183,398.442,380.331,325.998,271.665,229.406,169.036,120.74,96.592
"Camas County, Idaho",2016,1235,602,633,76.57,59.28,85.215,100.035,41.99,54.34,74.1,45.695,34.58,91.39,116.09,72.865,104.975,65.455,58.045,50.635,43.225,60.515
"Greenwood County, Kansas",2016,6304,3101,3203,289.984,466.496,397.152,353.024,252.16,258.464,296.288,327.808,296.288,371.936,466.496,491.712,523.232,466.496,334.112,258.464,277.376,176.512
"Hamilton County, Kansas",2016,2567,1368,1199,246.432,266.968,151.453,189.958,148.886,148.886,207.927,141.185,105.247,148.886,207.927,164.288,141.185,100.113,51.34,35.938,23.103,89.845
"Tensas Parish, Louisiana",2016,5798,2939,2859,382.668,353.678,440.648,324.688,249.314,307.294,324.688,330.486,255.112,330.486,359.476,440.648,458.042,313.092,301.496,226.122,202.93,202.93
"Harvey County, Kansas",2016,34814,17027,17787,2297.724,2262.91,2680.678,2541.422,2088.84,2019.212,2088.84,2123.654,1775.514,1949.584,2193.282,2436.98,2088.84,1531.816,1392.56,1148.862,1009.606,1183.676
"Red Lake County, Minnesota",2016,4087,2066,2021,286.09,269.742,416.874,355.569,277.916,171.654,220.698,245.22,282.003,212.524,269.742,273.829,245.22,183.915,147.132,98.088,61.305,65.392
"Hodgeman County, Kansas",2016,1919,967,952,115.14,101.707,122.816,111.302,84.436,101.707,76.76,76.76,105.545,78.679,186.143,157.358,151.601,124.735,84.436,92.112,82.517,67.165
"Koochiching County, Minnesota",2016,13365,6670,6695,815.265,1015.74,962.28,908.82,694.98,668.25,748.44,735.075,761.805,948.915,922.185,735.075,1136.025,748.44,574.695,467.775,253.935,280.665
"Jefferson County, Kansas",2016,18880,9593,9287,981.76,1340.48,1264.96,1283.84,830.72,887.36,1000.64,981.76,1113.92,1321.6,1699.2,1548.16,1321.6,1113.92,792.96,585.28,415.36,396.48
"Jewell County, Kansas",2016,3003,1501,1502,141.141,183.183,156.156,141.141,141.141,144.144,120.12,123.123,129.129,156.156,204.204,261.261,276.276,159.159,237.237,174.174,177.177,84.084
"Johnson County, Kansas",2016,572428,279962,292466,38352.676,40642.388,41787.244,37207.82,31483.54,37780.248,42359.672,40069.96,40069.96,39497.532,40642.388,38352.676,32628.396,24614.404,17172.84,11448.56,8586.42,10876.132
"Kearny County, Kansas",2016,3943,2061,1882,315.44,354.87,307.554,299.668,185.321,311.497,193.207,181.378,276.01,283.896,228.694,248.409,205.036,157.72,141.948,114.347,59.145,74.917
"Kingman County, Kansas",2016,7697,3904,3793,392.547,338.668,669.639,484.911,361.759,361.759,400.244,454.123,346.365,446.426,631.154,746.609,423.335,423.335,377.153,384.85,238.607,223.213
"Kiowa County, Kansas",2016,2520,1236,1284,158.76,128.52,168.84,204.12,216.72,133.56,123.48,108.36,115.92,138.6,168.84,153.72,219.24,123.48,98.28,100.8,83.16,78.12
"Labette County, Kansas",2016,20833,10291,10542,1312.479,1354.145,1437.477,1437.477,1208.314,1166.648,1145.815,1104.149,1145.815,1374.978,1562.475,1499.976,1395.811,1145.815,937.485,624.99,395.827,624.99
"Lane County, Kansas",2016,1687,829,858,96.159,94.472,111.342,141.708,72.541,82.663,64.106,119.777,94.472,109.655,104.594,148.456,92.785,87.724,67.48,75.915,82.663,42.175
"Leavenworth County, Kansas",2016,78785,42238,36547,5042.24,5278.595,5593.735,5199.81,4648.315,4805.885,5751.305,6381.585,5278.595,5278.595,5751.305,5357.38,4569.53,3624.11,2284.765,1812.055,1339.345,945.42
"Sherman County, Nebraska",2016,3134,1573,1561,191.174,181.772,219.38,247.586,112.824,103.422,169.236,166.102,134.762,178.638,225.648,300.864,231.916,181.772,137.896,103.422,125.36,119.092
"McLean County, Kentucky",2016,9524,4695,4829,542.868,571.44,704.776,609.536,419.056,419.056,476.2,580.964,619.06,561.916,723.824,761.92,609.536,609.536,561.916,285.72,180.956,295.244
"Logan County, Kansas",2016,2800,1384,1416,165.2,170.8,210,182,156.8,159.6,151.2,159.6,117.6,131.6,207.2,156.8,263.2,145.6,95.2,95.2,84,148.4
"Lyon County, Kansas",2016,33401,16250,17151,2070.862,2338.07,1837.055,2738.882,4408.932,2137.664,1970.659,1503.045,1970.659,1770.253,2037.461,2137.664,1970.659,1469.644,968.629,634.619,668.02,734.822
"McPherson County, Kansas",2016,29164,14453,14711,1691.512,1779.004,2041.48,1983.152,1837.332,1458.2,1779.004,1283.216,1837.332,1633.184,2158.136,2070.644,1983.152,1487.364,1195.724,933.248,787.428,1166.56
"Marion County, Kansas",2016,12213,6086,6127,647.289,732.78,806.058,854.91,769.419,512.946,561.798,525.159,683.928,683.928,940.401,964.827,781.632,842.697,525.159,488.52,354.177,525.159
"Marshall County, Kansas",2016,9963,4971,4992,597.78,677.484,667.521,547.965,428.409,508.113,587.817,448.335,508.113,567.891,747.225,866.781,677.484,547.965,448.335,368.631,298.89,468.261
"Meade County, Kansas",2016,4310,2177,2133,306.01,284.46,318.94,331.87,262.91,206.88,241.36,215.5,232.74,306.01,284.46,262.91,288.77,181.02,142.23,112.06,193.95,142.23
"Miami County, Kansas",2016,32787,16153,16634,2000.007,2491.812,2459.025,2295.09,1606.563,1409.841,1836.072,2032.794,2032.794,2327.877,2754.108,2524.599,1967.22,1606.563,1311.48,885.249,622.953,655.74
"Mitchell County, Kansas",2016,6299,3229,3070,415.734,453.528,283.455,472.425,403.136,270.857,346.445,296.053,289.754,321.249,434.631,459.827,428.332,447.229,233.063,233.063,201.568,314.95
"Fannin County, Texas",2016,33765,16677,17088,2262.255,2228.49,2296.02,2228.49,2127.195,1924.605,1992.135,1823.31,1755.78,2025.9,2363.55,2228.49,2329.785,1992.135,1418.13,1012.95,911.655,844.125
"Morris County, Kansas",2016,5694,2835,2859,307.476,330.252,330.252,381.498,199.29,273.312,307.476,250.536,273.312,341.64,449.826,381.498,518.154,409.968,267.618,182.208,279.006,199.29
"Morton County, Kansas",2016,3033,1596,1437,166.815,233.541,133.452,260.838,288.135,100.089,148.617,139.518,172.881,203.211,257.805,276.003,124.353,109.188,139.518,106.155,72.792,97.056
"Sabine County, Texas",2016,10177,5092,5085,732.744,681.859,742.921,722.567,549.558,468.142,580.089,468.142,549.558,580.089,773.452,661.505,630.974,519.027,356.195,335.841,346.018,498.673
"Neosho County, Kansas",2016,16358,7966,8392,1161.418,1128.702,1128.702,1210.492,932.406,932.406,850.616,850.616,883.332,932.406,1161.418,1292.282,916.048,965.122,572.53,474.382,441.666,523.456
"Ness County, Kansas",2016,3047,1563,1484,195.008,143.209,191.961,204.149,109.692,222.431,143.209,118.833,127.974,164.538,243.76,237.666,213.29,158.444,137.115,185.867,112.739,137.115
"Stevens County, Kansas",2016,5558,3204,2354,277.9,283.458,294.574,272.342,383.502,377.944,339.038,283.458,394.618,366.828,472.43,411.292,316.806,344.596,188.972,111.16,133.392,305.69
"Washburn County, Wisconsin",2016,16001,8018,7983,928.058,1104.069,1072.067,1136.071,736.046,704.044,816.051,1104.069,720.045,992.062,1296.081,1328.083,1120.07,1008.063,640.04,432.027,400.025,432.027
"Crockett County, Texas",2016,3746,1868,1878,228.506,258.474,179.808,187.3,202.284,209.776,179.808,146.094,179.808,202.284,280.95,273.458,295.934,217.268,187.3,157.332,179.808,191.046
"McKenzie County, North Dakota",2016,6004,3154,2850,342.228,420.28,402.268,456.304,252.168,276.184,306.204,384.256,312.208,366.244,504.336,522.348,354.236,288.192,294.196,198.132,138.092,180.12
"Pawnee County, Kansas",2016,6840,3895,2945,328.32,342,314.64,410.4,396.72,444.6,465.12,355.68,396.72,410.4,642.96,615.6,444.6,410.4,239.4,253.08,253.08,123.12
"Phillips County, Kansas",2016,5484,2672,2812,323.556,466.14,263.232,340.008,290.652,235.812,290.652,285.168,252.264,290.652,411.3,405.816,460.656,350.976,246.78,219.36,153.552,197.424
"Pottawatomie County, Kansas",2016,22920,11326,11594,1902.36,2062.8,1719,1604.4,1237.68,1260.6,1741.92,1237.68,1581.48,1329.36,1512.72,1421.04,1283.52,893.88,848.04,527.16,389.64,412.56
"Pratt County, Kansas",2016,9729,4858,4871,768.591,642.114,564.282,710.217,710.217,515.637,612.927,428.076,564.282,476.721,603.198,671.301,729.675,447.534,350.244,359.973,321.057,243.225
"Haines Borough, Alaska",2016,2557,1293,1264,132.964,207.117,81.824,127.85,102.28,104.837,161.091,140.635,74.153,132.964,178.99,235.244,196.889,145.749,173.876,130.407,125.293,102.28
"Reno County, Kansas",2016,63803,32151,31652,3764.377,4210.998,4210.998,4274.801,4019.589,3891.983,4019.589,3509.165,3509.165,3828.18,4274.801,4849.028,4019.589,3445.362,2424.514,2169.302,1786.484,1658.878
"Republic County, Kansas",2016,4768,2337,2431,252.704,276.544,252.704,219.328,219.328,185.952,238.4,209.792,190.72,247.936,371.904,424.352,376.672,300.384,281.312,262.24,252.704,209.792
"Rice County, Kansas",2016,9949,5020,4929,626.787,696.43,606.889,756.124,885.461,507.399,567.093,507.399,407.909,567.093,666.583,676.532,726.277,467.603,397.96,338.266,318.368,228.827
"Riley County, Kansas",2016,75026,39816,35210,4876.69,3826.326,2850.988,7277.522,18981.578,8477.938,5476.898,3676.274,2775.962,2550.884,2775.962,3226.118,2250.78,1800.624,1350.468,1050.364,675.234,975.338
"Rooks County, Kansas",2016,5160,2500,2660,319.92,288.96,350.88,299.28,278.64,283.8,304.44,288.96,237.36,278.64,397.32,464.4,319.92,288.96,211.56,206.4,165.12,185.76
"Sherman County, Nebraska",2016,3144,1557,1587,147.768,185.496,201.216,176.064,125.76,135.192,179.208,132.048,150.912,201.216,223.224,301.824,216.936,179.208,157.2,135.192,138.336,160.344
"Surry County, Virginia",2016,6988,3511,3477,426.268,307.472,503.136,454.22,307.472,349.4,370.364,482.172,209.64,363.376,552.052,496.148,566.028,384.34,440.244,335.424,216.628,244.58
"Saline County, Kansas",2016,55547,27433,28114,3721.649,3832.743,3666.102,3721.649,3999.384,3388.367,3332.82,3610.555,2999.538,3388.367,3943.837,3999.384,3388.367,2888.444,1833.051,1499.769,1222.034,1222.034
"Garfield County, Utah",2016,4958,2385,2573,322.27,282.606,376.808,252.858,401.598,208.236,257.816,257.816,391.682,267.732,322.27,242.942,500.758,297.48,168.572,213.194,54.538,138.824
"Sedgwick County, Kansas",2016,508221,251174,257047,38116.575,37608.354,37100.133,34050.807,35575.47,37100.133,35575.47,32017.923,29476.818,30493.26,34050.807,33034.365,29476.818,21853.503,14738.409,11180.862,8639.757,8639.757
"Nodaway County, Missouri",2016,23185,11823,11362,2202.575,2364.87,1715.69,1877.985,1854.8,1947.54,1507.025,1344.73,1367.915,1367.915,1391.1,1159.25,1020.14,765.105,347.775,417.33,278.22,231.85
"Shawnee County, Kansas",2016,178567,86494,92073,11963.989,11785.422,12678.257,11428.288,11071.154,11249.721,11606.855,9999.752,10535.453,10892.587,12321.123,12678.257,11785.422,9106.917,6606.979,4464.175,4107.041,4285.608
"Sheridan County, Kansas",2016,2522,1303,1219,131.144,196.716,158.886,116.012,63.05,184.106,116.012,105.924,153.842,126.1,196.716,206.804,189.15,141.232,121.056,138.71,85.748,95.836
"Sherman County, Kansas",2016,6038,3048,2990,477.002,320.014,416.622,452.85,241.52,374.356,380.394,507.192,271.71,175.102,458.888,392.47,416.622,350.204,217.368,223.406,114.722,259.634
"Baca County, Colorado",2016,3701,1820,1881,159.143,188.751,218.359,229.462,148.04,125.834,173.947,170.246,166.545,199.854,318.286,281.276,329.389,218.359,214.658,166.545,155.442,240.565
"Valley County, Nebraska",2016,4284,2170,2114,248.472,291.312,291.312,282.744,192.78,227.052,261.324,175.644,227.052,248.472,334.152,342.72,282.744,209.916,192.78,154.224,184.212,137.088
"Wheatland County, Montana",2016,2115,994,1121,126.9,150.165,203.04,179.775,40.185,131.13,97.29,181.89,112.095,129.015,135.36,167.085,88.83,88.83,80.37,54.99,88.83,61.335
"Stevens County, Kansas",2016,5738,2903,2835,470.516,568.062,430.35,562.324,160.664,350.018,338.542,304.114,390.184,407.398,355.756,367.232,315.59,177.878,189.354,200.83,68.856,86.07
"Sumner County, Kansas",2016,23509,11647,11862,1457.558,1575.103,1810.193,1669.139,1269.486,1316.504,1245.977,1340.013,1151.941,1457.558,1739.666,1998.265,1434.049,1198.959,893.342,728.779,587.725,634.743
"Thomas County, Kansas",2016,7909,3901,4008,569.448,482.449,427.086,608.993,767.173,553.63,458.722,387.541,387.541,411.268,577.357,466.631,561.539,371.723,253.088,268.906,181.907,166.089
"Trego County, Kansas",2016,2927,1431,1496,163.912,140.496,152.204,134.642,169.766,70.248,152.204,122.934,175.62,146.35,242.941,316.116,225.379,201.963,152.204,102.445,178.547,76.102
"Wabaunsee County, Kansas",2016,6960,3510,3450,466.32,556.8,424.56,403.68,348,327.12,361.92,348,438.48,417.6,556.8,612.48,473.28,382.8,313.2,250.56,118.32,174
"Throckmorton County, Texas",2016,1584,799,785,93.456,109.296,153.648,90.288,74.448,69.696,98.208,55.44,109.296,57.024,114.048,163.152,66.528,104.544,31.68,41.184,69.696,80.784
"Yukon-Koyukuk Census Area, Alaska",2016,5613,2863,2750,336.78,297.489,426.588,353.619,252.585,230.133,297.489,235.746,336.78,325.554,404.136,465.879,331.167,348.006,275.037,291.876,174.003,235.746
"Wrangell City and Borough, Alaska",2016,2168,1063,1105,162.6,175.608,182.112,153.928,67.208,97.56,164.768,62.872,140.92,117.072,125.744,166.936,121.408,104.064,86.72,93.224,47.696,97.56
"Quay County, New Mexico",2016,8956,4371,4585,564.228,528.404,662.744,564.228,420.932,411.976,501.536,465.712,465.712,501.536,617.964,752.304,680.656,617.964,411.976,322.416,250.768,223.9
"Woodson County, Kansas",2016,3186,1601,1585,181.602,165.672,210.276,178.416,121.068,156.114,200.718,124.254,172.044,191.16,235.764,267.624,264.438,197.532,159.3,162.486,111.51,86.022
"Wyandotte County, Kansas",2016,161777,79712,82065,13589.268,12942.16,12295.052,10515.505,10839.059,12133.275,12295.052,10677.282,9868.397,9383.066,10515.505,10191.951,8412.404,5985.749,4367.979,3073.763,2264.878,2426.655
"Adair County, Kentucky",2016,19156,9484,9672,957.8,938.644,1321.764,1609.104,1589.948,1053.58,1015.268,919.488,1283.452,1245.14,1455.856,1302.608,1264.296,957.8,900.332,612.992,402.276,306.496
"Elbert County, Georgia",2016,20421,10146,10275,1225.26,1306.944,1511.154,1306.944,1245.681,1245.681,1204.839,1123.155,1388.628,1470.312,1511.154,1266.102,1409.049,959.787,1021.05,612.63,367.578,285.894
"Anderson County, Kentucky",2016,21867,10625,11242,1312.02,1574.424,1465.089,1268.286,1268.286,1202.685,1268.286,1355.754,1749.36,1661.892,1793.094,1355.754,1486.956,1180.818,699.744,590.409,328.005,284.271
"Ballard County, Kentucky",2016,8216,4081,4135,427.232,501.176,550.472,501.176,468.312,402.584,443.664,509.392,534.04,525.824,583.336,558.688,624.416,509.392,419.016,271.128,205.4,180.752
"Barren County, Kentucky",2016,43287,21084,22203,2727.081,2813.655,2900.229,2813.655,2640.507,2510.646,2467.359,2683.794,2683.794,2900.229,3246.525,3073.377,2597.22,2077.776,1947.915,1558.332,822.453,822.453
"Madison Parish, Louisiana",2016,12113,6015,6098,787.345,823.684,884.249,799.458,702.554,593.537,702.554,702.554,860.023,835.797,847.91,775.232,872.136,629.876,496.633,399.729,181.695,218.034
"Decatur County, Georgia",2016,27676,13503,14173,1660.56,1688.236,1605.208,1577.532,1715.912,1771.264,1660.56,1771.264,1660.56,1937.32,2020.348,2048.024,1798.94,1577.532,1328.448,774.928,498.168,581.196
"Boone County, Kentucky",2016,125656,62107,63549,8670.264,9675.512,10303.792,8293.296,7162.392,7539.36,8293.296,9549.856,9047.232,9298.544,8921.576,7539.36,7413.704,4900.584,3895.336,2387.464,1507.872,1256.56
"Bourbon County, Kentucky",2016,20004,9772,10232,1200.24,1220.244,1320.264,1260.252,1120.224,1160.232,1140.228,1160.232,1180.236,1360.272,1720.344,1260.252,1400.28,1000.2,980.196,600.12,540.108,360.072
"Boyd County, Kentucky",2016,48716,24164,24552,2825.528,3361.404,2289.652,2922.96,2581.948,2776.812,3117.824,3312.688,3020.392,3312.688,3556.268,3263.972,3702.416,2679.38,2192.22,1558.912,925.604,1364.048
"Boyle County, Kentucky",2016,29650,14774,14876,1571.45,1601.1,1779,2223.75,2609.2,1571.45,1601.1,1571.45,1956.9,2016.2,2016.2,1927.25,1956.9,1779,1097.05,889.5,770.9,711.6
"Shannon County, Missouri",2016,8404,4188,4216,529.452,521.048,638.704,546.26,470.624,479.028,462.22,437.008,605.088,605.088,655.512,563.068,596.684,420.2,344.564,226.908,168.08,142.868
"Breathitt County, Kentucky",2016,13476,6742,6734,808.56,795.084,700.752,902.892,848.988,768.132,808.56,835.512,970.272,956.796,1051.128,1064.604,902.892,835.512,444.708,282.996,256.044,242.568
"Saluda County, South Carolina",2016,20000,10026,9974,1120,1180,1500,1260,1080,1020,1040,1120,1200,1380,1600,1460,1520,1400,840,500,500,300
"Bullitt County, Kentucky",2016,77727,38657,39070,4119.531,5129.982,5440.89,5129.982,4819.074,4585.893,4974.528,4974.528,5674.071,5829.525,6140.433,5440.89,4819.074,4041.804,2875.899,1787.721,932.724,932.724
"Butler County, Kentucky",2016,12828,6440,6388,769.68,820.992,833.82,731.196,679.884,808.164,833.82,846.648,731.196,872.304,949.272,974.928,782.508,731.196,577.26,448.98,243.732,218.076
"Caldwell County, Kentucky",2016,12758,6123,6635,727.206,752.722,956.85,676.174,701.69,625.142,829.27,727.206,816.512,790.996,944.092,1135.462,701.69,867.544,484.804,382.74,408.256,229.644
"Calloway County, Kentucky",2016,38302,18356,19946,2068.308,1570.382,2298.12,3370.576,5745.3,2374.724,2106.61,1876.798,1991.704,2183.214,2259.818,2451.328,1915.1,2183.214,1417.174,1072.456,766.04,689.436
"Campbell County, Kentucky",2016,91456,44729,46727,5395.904,5944.64,5121.536,6401.92,6767.744,6676.288,6310.464,5578.816,5487.36,5944.64,6859.2,6493.376,5670.272,4298.432,2926.592,2103.488,1646.208,1737.664
"Carlisle County, Kentucky",2016,4954,2408,2546,317.056,217.976,371.55,307.148,242.746,257.608,297.24,302.194,322.01,326.964,351.734,312.102,346.78,262.562,262.562,158.528,128.804,178.344
"Lee County, Arkansas",2016,10776,5520,5256,862.08,689.664,732.768,668.112,625.008,711.216,732.768,538.8,786.648,657.336,818.976,711.216,614.232,657.336,312.504,247.848,183.192,226.296
"Carter County, Kentucky",2016,27292,13473,13819,1692.104,1501.06,1883.148,1883.148,1937.732,1610.228,1528.352,1419.184,1965.024,1855.856,1910.44,1992.316,1719.396,1473.768,1173.556,818.76,463.964,463.964
"Casey County, Kentucky",2016,15928,7854,8074,971.608,828.256,1114.96,1003.464,923.824,891.968,876.04,748.616,1242.384,1035.32,1114.96,1194.6,955.68,1114.96,716.76,366.344,493.768,334.488
"Christian County, Kentucky",2016,73936,39157,34779,7023.92,5840.944,5249.456,4731.904,9242,7023.92,5397.328,4362.224,3474.992,3474.992,3548.928,3474.992,3031.376,2439.888,2070.208,1478.72,1182.976,961.168
"Clark County, Kentucky",2016,35706,17464,18242,2106.654,2142.36,2463.714,2106.654,1892.418,2178.066,2070.948,2142.36,2606.538,2606.538,2642.244,2499.42,2356.596,2249.478,1285.416,964.062,714.12,642.708
"Clay County, Kentucky",2016,21160,11267,9893,1269.6,1100.32,1354.24,1163.8,1375.4,1544.68,1629.32,1460.04,1671.64,1544.68,1544.68,1502.36,1142.64,1100.32,634.8,465.52,338.56,296.24
"Parmer County, Texas",2016,10172,5087,5085,722.212,610.32,671.352,701.868,488.256,559.46,569.632,691.696,498.428,712.04,732.384,712.04,701.868,579.804,498.428,417.052,203.44,122.064
"Deer Lodge County, Montana",2016,9211,4652,4559,515.816,690.825,543.449,543.449,460.55,460.55,543.449,644.77,432.917,580.293,700.036,727.669,589.504,442.128,626.348,322.385,221.064,184.22
"Cumberland County, Kentucky",2016,6780,3363,3417,400.02,440.7,379.68,420.36,359.34,345.78,332.22,305.1,406.8,440.7,522.06,705.12,366.12,372.9,393.24,230.52,223.74,149.16
"Steuben County, New York",2016,98724,47998,50726,6614.508,7009.404,6515.784,6219.612,5923.44,6120.888,6219.612,5528.544,6318.336,6219.612,7108.128,7206.852,5627.268,5232.372,3554.064,2764.272,2369.376,1974.48
"Cherokee County, Iowa",2016,12086,5991,6095,543.87,592.214,773.504,858.106,737.246,640.558,676.816,821.848,688.902,785.59,906.45,1015.224,749.332,761.418,652.644,314.236,302.15,277.978
"Elliott County, Kentucky",2016,7661,4321,3340,344.745,490.304,329.423,451.999,406.033,528.609,505.626,383.05,712.473,551.592,505.626,559.253,482.643,505.626,337.084,214.508,122.576,222.169
"Estill County, Kentucky",2016,14406,7062,7344,835.548,806.736,994.014,792.33,777.924,792.33,878.766,734.706,1066.044,1080.45,1166.886,1051.638,965.202,907.578,648.27,432.18,288.12,187.278
"Fayette County, Kentucky",2016,311529,152953,158576,19626.327,18068.682,18068.682,21183.972,33645.132,25233.849,23987.733,21183.972,19937.856,19003.269,19937.856,18691.74,16822.566,12772.689,8411.283,5919.051,4049.877,4984.464
"Fleming County, Kentucky",2016,14543,7180,7363,959.838,828.951,1177.983,901.666,872.58,814.408,799.865,741.693,1105.268,1018.01,1047.096,974.381,974.381,756.236,698.064,450.833,232.688,218.145
"Floyd County, Kentucky",2016,38144,18695,19449,2441.216,2250.496,2250.496,2288.64,2364.928,2212.352,2364.928,2288.64,2593.792,2670.08,2784.512,2822.656,2784.512,2250.496,1449.472,1029.888,762.88,534.016
"Franklin County, Kentucky",2016,49982,24386,25596,2749.01,2699.028,3348.794,3198.848,3298.812,2998.92,3098.884,2898.956,3548.722,3298.812,3548.722,3498.74,3748.65,2749.01,2049.262,1249.55,949.658,1049.622
"Moore County, Tennessee",2016,6323,3141,3182,392.026,366.734,379.38,347.765,398.349,366.734,404.672,316.15,341.442,455.256,404.672,455.256,505.84,354.088,290.858,227.628,126.46,183.367
"Gallatin County, Kentucky",2016,8543,4288,4255,632.182,580.924,606.553,632.182,486.951,546.752,486.951,623.639,444.236,632.182,691.983,598.01,563.838,461.322,247.747,136.688,119.602,68.344
"Garrard County, Kentucky",2016,17051,8359,8692,937.805,1074.213,1142.417,1006.009,852.55,835.499,1040.111,1142.417,1006.009,1227.672,1449.335,1466.386,1057.162,835.499,818.448,494.479,306.918,341.02
"Grant County, Kentucky",2016,24705,12263,12442,1754.055,2149.335,1778.76,1679.94,1581.12,1408.185,1507.005,1581.12,1679.94,1828.17,1754.055,1605.825,1284.66,1136.43,864.675,617.625,296.46,247.05
"Graves County, Kentucky",2016,37379,18309,19070,2541.772,2541.772,2392.256,2429.635,2130.603,2130.603,2130.603,2205.361,2354.877,2429.635,2653.909,2691.288,2317.498,2018.466,1644.676,1158.749,822.338,747.58
"Grayson County, Kentucky",2016,26092,13029,13063,1591.612,2061.268,1565.52,1617.704,1617.704,1461.152,1539.428,1591.612,1669.888,1669.888,1878.624,1904.716,1695.98,1435.06,1069.772,756.668,443.564,521.84
"Green County, Kentucky",2016,11123,5447,5676,611.765,556.15,778.61,667.38,600.642,556.15,645.134,600.642,745.241,767.487,856.471,622.888,956.578,656.257,578.396,389.305,300.321,233.583
"Greenup County, Kentucky",2016,36255,17640,18615,1957.77,2392.83,2211.555,2066.535,1921.515,1812.75,2030.28,2175.3,2465.34,2501.595,2610.36,2719.125,2465.34,2247.81,1703.985,1341.435,833.865,725.1
"Hancock County, Kentucky",2016,8716,4500,4216,549.108,549.108,671.132,549.108,549.108,418.368,461.948,496.812,644.984,601.404,679.848,618.836,514.244,514.244,383.504,191.752,200.468,130.74
"Hardin County, Kentucky",2016,107573,53666,53907,7422.537,7314.964,7637.683,7314.964,8175.548,7422.537,7099.818,6669.526,7207.391,7207.391,7960.402,7099.818,5916.515,4518.066,3227.19,2259.033,1721.168,1506.022
"Harlan County, Kentucky",2016,28031,13647,14384,1850.046,1765.953,1709.891,1569.736,1737.922,1737.922,1653.829,1485.643,1878.077,1878.077,1990.201,2242.48,1934.139,1822.015,953.054,784.868,560.62,476.527
